,index,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
7086,PEB-A.CL,0.0,0.0,0.0,0.0,1.9688,2015-12-29 00:00:00.000,0.0, ,7.79,0.0,0.0,0.0,0.0,0.0,0.0,26.46,0.0,23.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEBpA/CL,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7087,PEB-B.CL,0.0,0.0,0.0,0.0,2.0,2016-06-28 00:00:00.000,0.0, ,7.88,0.0,0.0,0.0,0.0,0.0,0.0,26.3799,0.0,23.7905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEBpB/CL,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7088,PEB-C,0.0,0.0,0.0,0.0,1.625,2020-12-30 00:00:00.000,0.40625,2021-01-15 00:00:00.000,6.62,0.0,0.0,0.0,0.0,0.0,0.0,25.84,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,PEBpC,0.0,0.0,6890.0,0.0,0.0,,,,,,,,,,
7089,PEB-D,0.0,0.0,0.0,0.0,1.59376,2020-12-30 00:00:00.000,0.39844,2021-01-15 00:00:00.000,6.62,0.0,0.0,0.0,0.0,0.0,0.0,26.73,0.0,5.5001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,PEBpD,0.0,0.0,9470.0,0.0,0.0,,,,,,,,,,
7090,PEB-E,0.0,0.0,0.0,0.0,1.59376,2020-12-30 00:00:00.000,0.39844,2021-01-15 00:00:00.000,6.6,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400000.0,0.0,0.0,PEBpE,0.0,0.0,10772.0,0.0,0.0,,,,,,,,,,
7091,PEB-F,0.0,0.0,0.0,0.0,1.575,2020-12-30 00:00:00.000,0.39375,2021-01-15 00:00:00.000,6.64,0.0,0.0,0.0,0.0,0.0,0.0,26.54,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,PEBpF,0.0,0.0,24650.0,0.0,0.0,,,,,,,,,,
7092,PEBK,0.89844,7.25709,0.0,0.0,0.6,2020-12-02 00:00:00.000,0.15,2020-12-15 00:00:00.000,2.77,0.0,0.0,27.58021,2.12027,0.0,0.0,32.08,0.0,13.3,11.0892,125.2416,4.3259,24.96954,18.86646,31.13302,23.10582,0.8981,7.59132,10.20625,0.0,1.90508,0.0,0.92497,9.11536,0.0,1.97628,0.0,0.0,5787504.0,0.0,0.0,PEBK,0.0,35.57881,7606.0,7610.0,114430.0,21.2,-2.03327172,-0.44,Sell,19255.0,122695000.0,10.20321562,2.1265,337.0,Finance
7093,PEBO,0.97479,4.65602,0.0,0.0,1.4,2020-10-30 00:00:00.000,0.35,2020-11-16 00:00:00.000,5.14,0.0,0.0,0.0,1.42414,0.0,0.0,39.28,0.0,17.905,1.33561,536.8131,19.06165,19.67662,14.23727,0.0,17.36512,0.94447,14.02223,19.11329,0.0,2.63053,0.0,0.62428,4.96266,0.0,0.0,0.0,0.0,19721276.0,0.0,0.0,PEBO,0.0,9.63807,60986.0,60990.0,1248380.0,27.56,1.24908156,0.34,Buy,46988.0,543519028.0,19.02964206,1.4397,900.0,Finance
7094,PEBPRD,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEBPRD,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7095,PEBPRE,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEBPRE,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7096,PEBPRF,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEBPRF,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7097,PECK,0.9717,0.0,0.96302,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,4.78652,3.86607,14.42,0.0,1.4932,44.72871,32.67015,2.12677,0.0,0.0,0.0,0.0,4.55086,0.0,0.0,0.0,1.80854,0.0,0.0,0.0,0.0,79.26418,0.0,0.0,5312873.0,0.0,0.0,PECK,55.65822,125.521,217218.0,217220.0,17365470.0,10.46,70.08130081,4.31,Buy,32011601.0,55572620.0,,-0.2845,50.0,Industrial Services
7098,PED,1.23191,0.0,4.66977,0.0,0.0, ,0.0, ,0.0,0.0,79.25458,54.32436,0.0,56.39222,46.71612,2.55,0.0,0.6668,0.14651,97.82551,8.40979,0.0,0.0,0.0,0.0,0.99534,0.0,0.0,0.0,9.67611,0.0,0.0,0.0,0.0,268.4451,0.0,0.0,72463340.0,0.0,0.0,PED,0.37606,0.37748,2085753.0,2085750.0,24903830.0,1.35,0.0,0.0,Buy,1667690.0,97825455.0,,-0.1537,16.0,Industrial Services
7099,PEERW,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEERW,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7100,PEG,0.5654,4.44386,0.76483,0.0,1.96,2020-12-09 00:00:00.000,0.49,2020-12-31 00:00:00.000,3.52,0.0,31.34029,42.67994,3.76923,0.0,0.0,62.15,22.21739,34.75,93.40743,28190.91,505.5599,24.2616,19.74378,26.70886,24.21738,1.77368,8.84559,14.78551,0.471773,2.91258,0.59049,3.9651,12.42482,4.38987,15.60976,0.0,0.0,505847992.0,0.0,0.0,PEG,52.04264,108.5186,2206662.0,2206660.0,47352590.0,55.74,0.01794366,0.01,Sell,2882535.0,28195967520.0,14.785630900000001,3.7917,7130.0,Utilities
7101,PEGA,1.18282,11.90001,2.53762,0.0,0.12,2020-12-30 00:00:00.000,0.03,2021-01-15 00:00:00.000,0.09,0.0,18.58021,37.54764,0.0,65.5682,68.69535,140.89,0.0,38.01,97.06644,10625.47,38.5257,0.0,0.0,0.0,0.0,20.07355,0.0,0.0,0.0,10.67394,0.0,0.0,0.0,0.0,0.0,11.69897,0.0,80697696.0,0.0,0.0,PEGA,49.25569,97.06644,224330.0,224330.0,5223310.0,134.02,1.78476494,2.35,Buy,270230.0,10815105754.0,,-0.8041,5155.0,Technology Services
7102,PEI,3.09072,0.0,0.0,0.0,0.0, ,0.02,2020-06-15 00:00:00.000,0.0,0.0,5.29901,0.0,0.0,48.51922,54.70936,5.2,0.0,0.355,574.7407,81.12791,65.48674,0.0,0.0,0.0,0.0,0.25548,2.60769,0.0,0.0,0.28574,0.0,0.0,0.0,0.0,13.07051,0.0,0.0,79537167.0,0.0,0.0,PEI,85.14452,574.7407,1627859.0,1627860.0,74466080.0,1.02,0.0,0.0,Buy,1575517.0,81127900.0,,,233.0,Finance
7103,PEI-B,0.0,0.0,0.0,0.0,0.0, ,0.0,2020-05-29 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1375,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450000.0,0.0,0.0,PEIpB,0.0,0.0,32472.0,0.0,0.0,,,,,,,,,,
7104,PEI-C,0.0,0.0,0.0,0.0,0.0, ,0.45,2020-06-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6900000.0,0.0,0.0,PEIpC,0.0,0.0,88921.0,0.0,0.0,,,,,,,,,,
7105,PEI-D,0.0,0.0,0.0,0.0,0.0, ,0.429688,2020-06-15 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,PEIpD,0.0,0.0,81337.0,0.0,0.0,,,,,,,,,,
7106,PEIPRD,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEIPRD,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7107,PEIX,3.27558,0.0,1.19643,0.0,0.0, ,0.0, ,0.0,0.0,53.8704,141.7244,0.0,10.22337,3.90653,11.44,1.31398,0.22,35.88224,412.2267,68.24033,7.43185,0.0,12.83465,0.0,1.47568,0.0,0.0,0.0,0.37964,0.86885,0.0,0.0,0.0,0.0,0.0,0.0,72320475.0,0.0,0.0,PEIX,39.9135,66.42674,5236313.0,5236310.0,128796150.0,6.21,8.94736842,0.51,Buy,7828899.0,449115869.0,,-0.8035,500.0,Process Industries
7108,PEN,0.32078,33.11718,5.46202,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,60.18362,63.47524,277.0,0.0,121.8,4.40083,6376.253,33.91587,0.0,0.0,0.0,0.0,10.24111,0.0,0.0,0.0,11.83468,3.68934,0.0,0.0,0.0,43.7327,3.02944,0.0,36311239.0,0.0,0.0,PEN,4.43018,4.61548,654352.0,654350.0,15491660.0,184.28,4.94305239,8.68,Sell,840151.0,6691427936.0,,-0.2635,2700.0,Health Technology
7109,PENN,2.80494,0.0,2.37302,0.0,0.0, ,0.0, ,0.0,0.0,0.0,142.5807,0.0,53.24422,46.33526,99.2415,1.4756,3.75,252.3256,12564.18,148.4888,12.49889,0.0,17.36744,0.0,4.81058,0.0,0.0,0.0,3.22779,0.0,0.0,0.0,0.0,269.7872,0.0,0.0,155324295.0,0.0,0.0,PENN,72.0154,257.144,3859154.0,3859150.0,98943410.0,86.98,7.52874274,6.09,Buy,3256650.0,13510081520.0,,-6.7232,28300.0,Consumer Services
7110,PEO,1.6324,0.0,0.0,0.0,0.46,2020-11-20 00:00:00.000,0.2,2020-12-18 00:00:00.000,4.04,0.0,0.0,0.0,0.0,0.0,0.0,16.72,0.04075,6.11,0.0,339.4735,29.64072,0.0,0.0,72.42508,82.02481,0.87774,0.0,0.0,0.0,11.67417,0.0,0.0,0.0,0.0,0.0,59.23132,0.0,23822808.0,0.0,0.0,PEO,0.0,0.0,166755.0,166760.0,2360080.0,,,,,,,,,,
7111,PEP,0.60009,0.0,0.92506,0.0,4.09,2020-12-03 00:00:00.000,1.0225,2021-01-07 00:00:00.000,2.83,0.0,0.0,10.27257,5.06379,54.92234,55.22266,148.77,14.36652,101.42,280.939,199374.9,1380.013,12.7522,10.37823,16.63811,14.50326,14.79829,20.67346,28.49052,0.0,2.90816,0.76608,8.39602,51.15167,11.55614,13.45876,3.80347,0.0,1381956485.0,0.0,0.0,PEP,76.62724,330.5718,3657832.0,3657830.0,77781400.0,144.7,0.29805226,0.43,Sell,4126000.0,199969612000.0,28.57510696,5.0743,267000.0,Consumer Non-Durables
7112,PEP21A,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEP21A,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7113,PEP28,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEP28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7114,PER,1.29631,0.0,0.0,0.0,0.05,2020-08-14 00:00:00.000,0.012,2020-08-31 00:00:00.000,14.77,0.0,0.0,0.0,0.24261,0.0,94.7994,1.75,0.0,0.25,0.0,21.4725,0.0,0.0,76.84465,0.0,76.84465,0.84868,1.03502,1.68583,0.0,1.29548,0.0,18.71547,18.71547,18.71547,0.0,0.0,0.0,52500000.0,0.0,0.0,PER,0.0,0.0,0.0,4873950.0,21381920.0,,,,,,,,,,
7115,PERI,1.03824,0.0,1.03368,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.2542,93.65567,92.08336,17.85,119.7386,3.43,1.21417,330.0603,21.71403,2.55116,2.4682,4.54366,3.45583,1.8723,19.68746,48.15106,0.0,1.14579,0.0,2.38493,4.31507,3.44816,38.23603,12.89765,0.0,26965708.0,0.0,0.0,PERI,11.78358,13.35758,1248513.0,1248510.0,11692650.0,12.43,1.55228758,0.19,Buy,897468.0,335183651.0,48.18897638,0.2718,399.0,Technology Services
7116,PESI,1.17529,0.0,1.23397,0.0,0.0, ,0.0, ,0.0,0.0,940.569,0.0,0.3427,15.74307,17.50202,9.5,10.25641,3.82,20.99183,70.00645,11.33093,4.90852,4.09641,4.25892,4.35458,2.05637,12.44559,16.8077,0.01787,0.70599,1.21647,5.54237,13.13138,8.67634,36.85309,57.10755,0.0,12153897.0,0.0,0.0,PESI,21.10558,25.41008,36277.0,36280.0,502930.0,5.92,2.77777778,0.16,Sell,14522.0,71951088.0,18.69522882,0.3134,325.0,Industrial Services
7117,PETQ,1.51818,33.85294,2.45332,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,19.90832,16.4985,38.99,0.09319,15.83,135.1997,1025.905,24.93681,0.0,0.0,0.0,0.0,3.86351,0.0,0.0,0.0,1.33203,1.62349,0.0,0.0,0.0,0.0,15.62183,0.0,25286211.0,0.0,0.0,PETQ,54.82377,138.108,364903.0,364900.0,6770050.0,35.56,-0.53146853,-0.19,Buy,278066.0,899177272.0,,-3.1634,1866.0,Health Technology
7118,PETS,0.73346,11.60747,6.26689,0.0,1.12,2020-11-06 00:00:00.000,0.28,2020-11-20 00:00:00.000,3.41,0.0,15.12423,25.07941,1.49711,30.51328,29.1609,42.885,0.0,21.2011,0.0,665.7349,19.50288,11.15117,9.81654,13.88064,11.88591,4.88074,20.60524,21.9356,1.450361,2.17674,5.25324,19.72045,22.9199,22.67829,0.0,11.39436,0.0,20272072.0,0.0,0.0,PETS,0.0,0.0,585320.0,585320.0,10204450.0,33.96,3.41047503,1.12,Buy,429160.0,688440516.0,21.93574244,1.5007,214.0,Retail Trade
7119,PETZ,1.18677,0.0,0.57775,0.0,0.0, ,0.0, ,0.0,0.0,77.75578,90.40087,0.0,0.0,0.0,3.76,0.0,0.52,0.0,82.52999,11.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.87896,0.56445,0.0,0.0,0.0,0.0,0.0,0.0,45849995.0,0.0,0.0,PETZ,101.8425,0.0,26433.0,26430.0,2290090.0,1.76,-2.22222222,-0.04,Buy,15483.0,80696000.0,,,50.0,Consumer Non-Durables
7120,PETZC,0.0,0.0,0.0,0.0,0.03,2018-12-07 00:00:00.000,0.0, ,0.03,0.0,0.0,0.0,0.0,0.0,0.0,100.04,0.0,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PETZC,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7121,PEX,0.0,0.0,0.0,0.0,1.765693,2020-12-23 00:00:00.000,0.472405,2020-12-31 00:00:00.000,5.53,0.0,0.0,0.0,0.0,0.0,0.0,35.22,0.0,17.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.85193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630001.0,0.0,0.0,PEX,0.0,0.0,871.0,0.0,0.0,,,,,,,,,,
7122,PEY,0.9954,9.77136,0.0,0.0,0.74745,2020-12-21 00:00:00.000,0.06184,2020-12-31 00:00:00.000,4.34,0.0,0.0,0.0,1.58103,89.04516,89.424,19.34,0.0,10.97,0.0,648.864,43.2,248.3737,328.0128,85.31167,85.85283,1.11674,0.0,0.0,0.0,33.87528,0.0,13.13823,13.50545,13.50545,19.56677,29.43131,0.0,42310000.0,0.0,0.0,PEY,0.0,0.0,201614.0,209350.0,4903170.0,,,,,,,,,,
7123,PEZ,1.41093,14.13465,0.0,0.0,0.29459,2020-12-21 00:00:00.000,0.08387,2020-12-31 00:00:00.000,0.4,0.0,0.0,311.1841,3.87234,68.22232,57.54854,80.23,0.0,27.77,0.0,42.146,0.65,967.9807,1081.407,63.30866,51.22785,1.41157,0.0,0.0,0.0,55.824,0.0,11.46379,11.48166,11.48166,274.5616,167.2401,0.0,840000.0,0.0,0.0,PEZ,0.0,0.0,8362.0,11610.0,226390.0,,,,,,,,,,
7124,PFBC,1.50018,12.44278,0.0,0.0,1.2,2021-01-06 00:00:00.000,0.3,2021-01-21 00:00:00.000,2.44,0.0,0.0,0.0,4.56862,0.0,0.0,64.4985,0.0,20.04,19.70838,734.7283,13.5951,37.45298,38.95346,50.43522,54.76524,1.45816,22.6733,10.76912,0.0,4.19627,0.0,1.42373,14.11002,0.0,1.18473,0.0,0.0,14901653.0,0.0,0.0,PFBC,0.0,19.70838,112845.0,112850.0,1655730.0,49.09,-0.22357724,-0.11,Buy,79553.0,731539180.0,10.77576766,4.5658,279.0,Finance
7125,PFBI,0.82954,4.70913,0.0,0.0,0.6,2020-12-14 00:00:00.000,0.15,2020-12-31 00:00:00.000,4.46,0.0,0.0,0.0,1.51987,0.0,0.0,18.0,0.0,8.21,2.13276,197.502,11.79592,29.33598,29.68423,37.82275,38.16979,0.77077,7.60003,8.85602,0.0,2.61821,0.0,1.24426,9.08307,0.0,0.0,0.0,0.0,14673257.0,0.0,0.0,PFBI,0.0,13.14349,29025.0,29030.0,652030.0,13.5,0.29717682,0.04,Sell,26846.0,198089550.0,8.85642848,1.5272,,Finance
7126,PFC,1.52241,7.37474,0.0,0.0,0.88,2020-11-12 00:00:00.000,0.22,2020-11-20 00:00:00.000,3.86,0.0,0.0,3.55698,1.46558,0.0,0.0,31.96,0.0,10.98,8.84419,849.5303,36.48107,32.77715,17.4548,40.77372,21.70811,0.88592,12.40462,15.54333,0.0,3.31375,0.0,0.86673,6.48754,0.0,0.0,54.17832,0.0,37292815.0,0.0,0.0,PFC,0.0,8.84419,141129.0,141130.0,2282170.0,23.21,1.88762072,0.43,Buy,74509.0,865565888.0,16.47858796,1.3869,699.0,Finance
7127,PFD,0.74673,0.0,0.0,0.0,1.032,2021-01-21 00:00:00.000,0.086,2021-01-29 00:00:00.000,5.57,0.0,0.0,0.0,0.0,0.0,0.0,20.88,0.0,7.338,0.0,209.021,11.28014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11253635.0,0.0,0.0,PFD,0.0,0.0,39867.0,39870.0,660960.0,,,,,,,,,,
7128,PFE,0.67579,0.13442,1.39776,0.0,1.56,2021-01-28 00:00:00.000,0.39,2021-03-05 00:00:00.000,4.24,0.0,0.0,0.0,1.4878,79.41637,80.12046,43.0797,30.61261,27.88,76.28833,204662.2,5557.35,18.15184,17.26279,18.83604,13.29962,3.13448,15.1467,24.74123,0.0,4.207,1.12561,4.8067,12.83373,6.04669,2.79637,0.0,0.0,5558396599.0,0.0,0.0,PFE,49.08779,96.7652,32562484.0,32562480.0,906591300.0,37.19,1.03232817,0.38,Sell,29909381.0,206716896000.0,23.8375858,1.5641,88300.0,Health Technology
7129,PFE22,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFE22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7130,PFE27,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFE27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7131,PFEB,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,19.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775000.0,0.0,0.0,PFEB,0.0,0.0,23896.0,0.0,0.0,,,,,,,,,,
7132,PFEWI,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFEWI,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
7133,PFF,0.44574,0.0,0.0,0.0,1.84575,2020-12-17 00:00:00.000,0.061457,2020-12-23 00:00:00.000,4.84,0.0,237.7324,0.0,3.16668,92.44236,92.63082,38.56,0.0,23.85,0.0,16734.31,450.9096,150.9391,135.0802,92.44236,92.63082,0.91565,0.0,0.0,0.048737,24.0155,0.0,8.43825,8.50026,8.50026,10.32802,5.34249,0.0,506000000.0,0.0,0.0,PFF,0.0,0.0,4740945.0,3895110.0,73198380.0,,,,,,,,,,
7134,PFG,1.60795,8.80864,0.0,0.0,2.24,2020-12-01 00:00:00.000,0.56,2020-12-21 00:00:00.000,4.64,0.0,0.0,0.0,4.41428,0.0,0.0,57.16,0.0,23.31,27.34028,13272.12,274.0373,7.12538,8.33084,8.30942,9.80169,0.84731,35.08357,10.94403,0.0,0.88292,0.0,0.45644,8.03872,0.0,6.29615,0.0,0.0,274728134.0,0.0,0.0,PFG,21.39797,27.82971,1393392.0,1393390.0,31246330.0,48.81,1.03498241,0.5,Buy,1762187.0,13409473680.0,10.94695339,4.4457,17601.0,Finance
7135,PFGC,1.6023,25.3556,1.51619,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,11.57263,11.48431,54.49,1.42784,7.41,136.2003,6204.959,130.5467,0.0,0.0,0.50803,0.0,3.0356,37.65145,0.0,0.0,0.23967,0.85012,0.0,0.0,0.0,22.04364,20.71778,0.0,133526139.0,0.0,0.0,PFGC,58.90631,143.3464,713926.0,713930.0,22796990.0,47.25,1.67850226,0.78,Buy,729425.0,6309103500.0,,-1.1421,20000.0,Distribution Services
7136,PFH,0.0,0.0,0.0,0.0,0.0, ,0.9531,2020-09-01 00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,PFH,0.0,0.0,86166.0,0.0,0.0,,,,,,,,,,
7137,PFHD,0.0,0.0,0.0,0.0,0.0, ,0.0, ,0.0,0.0,39.23843,71.19622,0.22927,0.0,0.0,20.63,0.0,9.6275,4.99571,205.2534,11.95882,5.1566,7.11711,0.0,8.36526,1.03147,38.69055,66.38461,1.691826,3.89342,0.0,0.24683,2.66017,0.0,3.12601,60.54243,0.0,13485768.0,0.0,0.0,PFHD,0.0,114.9048,24433.0,24430.0,427260.0,15.25,0.19710907,0.03,Buy,10912.0,211783353.0,59.03801396,0.2719,,Finance
7138,PFI,1.01471,10.74695,0.0,0.0,0.6719,2020-12-21 00:00:00.000,0.06707,2020-12-31 00:00:00.000,1.59,0.0,0.0,99.36436,3.42826,74.83283,72.77245,43.5,0.0,23.35,0.0,30.66352,0.8,266.5369,586.0685,69.81409,67.34265,1.24619,0.0,0.0,0.0,43.79189,0.0,10.97587,10.99989,10.99989,39.84723,45.90444,0.0,1210000.0,0.0,0.0,PFI,0.0,0.0,9047.0,2940.0,117390.0,,,,,,,,,,
7139,PFIE,1.50131,0.0,11.78907,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,38.0097,42.54562,1.53,0.0,0.6248,0.04703,39.94554,32.13179,0.0,0.0,0.0,0.0,0.89753,0.0,0.0,0.0,1.6696,7.57805,0.0,0.0,0.0,0.0,0.0,0.0,47959582.0,0.0,0.0,PFIE,0.14348,0.14369,56330.0,56330.0,1982270.0,0.87,4.45431624,0.0371,Buy,47537.0,41724852.0,,-0.0795,117.0,Producer Manufacturing
7140,PFIN,0.63866,5.81282,3.15155,0.0,0.0, ,0.05,2020-05-28 00:00:00.000,0.0,0.0,0.0,0.0,0.0,28.39755,30.49333,8.2621,0.0,3.75,2.65531,18.52823,1.46223,0.0,0.0,0.0,0.0,0.43717,0.0,0.0,0.0,0.35594,1.15698,0.0,0.0,0.0,7.69097,0.0,0.0,3151060.0,0.0,0.0,PFIN,11.04766,12.41975,68246.0,68250.0,322180.0,6.22,5.78231293,0.34,Buy,18847.0,19599593.0,,-1.5516,195.0,Producer Manufacturing
